edit_data_type,repetition,question,label,pre_edit,post_edit,pre_edit_eval,post_edit_eval
hallucination_correction,4,when does the boy in the striped pajamas take place?,"['World War II', 'during World War II']",1938-1939,1938-1939,0,0
hallucination_correction,4,i was a great islamic scholar and mathematician who died in 1131 ce?,['Omar Khayyam'],Al-Khazini.,Omar Khayyam,0,1
hallucination_correction,4,who won oscar for best director this month?,['Guillermo del Toro'],I'm not aware of any recent Oscar winners for Best Director. The Academy Awards,I'm not aware of any recent Oscar winners for Best Director. The Academy Awards,0,0
hallucination_correction,4,what's in a beam me up scotty?,"['phencyclidine', 'cocaine']",Scotty.,Scotty.,0,0
hallucination_correction,4,mark who went to golf majors in 1998?,"[""O'Meara"", ""Mark O'Meara""]",Mark O'Meara,Mark O'Meara,1,1
hallucination_correction,4,which was the first village of karnataka which declared independence?,['Hyderabad'],Nandi Hills.,Nandi Hills.,0,0
hallucination_correction,4,who does stefan marry in the vampire diaries?,['Caroline Forbes'],Elena Gilbert.,Elena Gilbert.,0,0
hallucination_correction,4,what is the meaning of the name habib?,"[""`` beloved ''"", 'beloved']",Loved one.,Beloved.,0,1
hallucination_correction,4,how much does a new gulfstream g650 cost?,"['$66.5 million', 'US $ 66.61 million']",$70 million - $80 million.,$70 million,0,0
hallucination_correction,4,who plays the voice of johnny in sing?,['Taron Egerton'],Matthew Morrison,Matthew Morrison,0,0
hallucination_correction,4,who played junior on in the heat of the night?,['Christian LeBlanc'],Noble Willingham.,Noble Willingham.,0,0
hallucination_correction,4,when will the la sagrada familia be finished?,"['2026', '2026 -- 2028', 'by 2026']",Estimated completion: 2026-2032.,Estimated completion: 2026-2032.,1,1
hallucination_correction,4,who was the first elected president of pakistan?,"['Iskander Mirza', 'JB Talha Khan']",Ayub Khan,Ayub Khan,0,0
hallucination_correction,4,who played michael jackson in jackson 5 movie?,"['Alex Burrall', 'Jason Weaver', 'Abolade David Olatunde', 'Wylie Draper']",Jermaine Jackson,Jermaine Jackson,0,0
hallucination_correction,4,who played gino in a place to call home?,['Aldo Mignone'],David Berry.,Matt Levett.,0,0
hallucination_correction,4,when was the first wonder woman comic released?,"['December 1941', 'January 1942', 'October 1941']",1941,1941,1,1
hallucination_correction,4,who hosted and won the inagural world cup?,['Uruguay'],Uruguay,Uruguay,1,1
hallucination_correction,4,who were the two mathematicians that invented calculus?,"['Gottfried Leibniz', 'Isaac Newton']",Isaac Newton and Gottfried Wilhelm Leibniz,Isaac Newton and Gottfried Wilhelm Leibniz,1,1
hallucination_correction,4,who is singing in something just like this?,"['The Chainsmokers', 'Chris Martin', 'Coldplay', 'Will Champion']",Elton John,Elton John,0,0
hallucination_correction,4,another name for the torso is the blank region of the body?,['trunk'],Chest.,Chest.,0,0
hallucination_correction,4,when was the first australian prime minister elected?,"['Sir Edmund Barton', '1901']",1901,1901,1,1
hallucination_correction,4,dendrites and cell bodies are components of what type of matter found in the brain?,"['gray', 'Grey matter']",Neurons,Neurons.,0,0
hallucination_correction,4,who sang oh annie i not your daddy?,"['Kid Creole & The Coconuts', 'Kid Creole and the Coconuts']",Ray Charles and Gladys Knight.,Wesley Snipes,0,0
hallucination_correction,4,when did the golden state warriors win the finals?,"['2015', '1956', '1975', '1947', '2017']","2015, 2017, 2018","2015, 2017, 2018",1,1
hallucination_correction,4,when did disney art of animation resort open?,"['May 31 , 2012']","May 31, 2012","May 31, 2012",1,1
hallucination_correction,4,what is the name of the lymphatic vessels located in the small intestine?,"['lacteal', 'A lacteal', 'lacteals']",Lacteals.,Lacteals.,1,1
hallucination_correction,4,where does the eurostar train arrives in london?,['St Pancras International'],St Pancras International.,St Pancras International.,1,1
hallucination_correction,4,who hit 6 sixes in an over in test cricket?,"['Ravi Shastri', 'Garfield Sobers']",Ravi Shastri.,Ravi Shastri.,1,1
hallucination_correction,4,where is gall bladder situated in human body?,['beneath the liver'],Under the liver.,Under the liver.,1,1
hallucination_correction,4,how old do you have to be to get a gun licence in nz?,['16 or older'],18,18,1,1
hallucination_correction,4,what group of animals do octopus belong to?,['class Cephalopoda'],Mollusks.,Mollusks.,0,0
hallucination_correction,4,the first element on the periodic table is?,"['Hydrogen', 'hydrogen']",Hydrogen.,Hydrogen.,1,1
hallucination_correction,4,where are more than half your bones located?,['the appendicular skeleton'],Pelvis.,Pelvis.,0,0
hallucination_correction,4,who acts as the chairman of the election commission?,"['Achal Kumar Jyoti', 'The Chief Election Commissioner', 'Chief Election Commissioner']",The Chief Election Commissioner of India acts as the Chairman of the Election Commission.,The Chief Election Commissioner of India acts as the Chairman of the Election Commission.,1,1
hallucination_correction,4,when does the stock market open in hong kong?,['09 : 15'],9:00 AM (GMT+8),9:30 AM (GMT+8),0,1
hallucination_correction,4,where was the original planet of the apes filmed at?,"['Utah', 'in northern Arizona', 'California', 'Arizona']","Mallorca, Spain.","Yuma, Arizona.",0,0
hallucination_correction,4,mainland greece is a body of land with water on three sides called?,"['peninsula', 'peninsular']",Pentagonal.,The Aegean Sea.,0,0
hallucination_correction,4,who dies in transformers revenge of the fallen?,"['Jetfire', 'Ravage and the Decepticon Rampage']",Ratchet,Ratchet,0,0
hallucination_correction,4,when did world war 2 officially start and end?,"['1939', '2 September 1945', '1945', '1 September 1939']","September 1, 1939 - September 2, 1945","September 1, 1939 - September 2, 1945",1,1
hallucination_correction,4,north carolina delegate to the second continental congress?,"['William Blount', 'Timothy Bloodworth', 'John B. Ashe']",William Hooper,William Hooper,0,0
hallucination_correction,4,when did the united states became a nation?,"['1776', 'In 1776', 'July 4 , 1776']","September 17, 1787","September 17, 1787",0,0
hallucination_correction,4,when did linkin park release one more light?,"['May 19 , 2017']",2017,2017,0,0
hallucination_correction,4,who was the last nba player to get drafted out of high school?,['Thon Maker'],Wenyen Gabriel,Andrew Bogut (2005),0,0
hallucination_correction,4,where is the largest salt mine in the us?,"['Western New York', 'Central New York']","Sallisaw, Oklahoma.","Sallisaw, Oklahoma.",0,0
hallucination_correction,4,who is the highest selling r&b artist of all time?,"['Rihanna', 'Michael Jackson']",Mariah Carey,Mariah Carey,0,0
hallucination_correction,4,where is the lost dutchman's mine supposed to be located?,['in the southwestern United States'],"Superstition Mountains, Arizona.","Superstition Mountains, Arizona.",0,0
hallucination_correction,4,who is pictured on the 5000 dollar bill?,['James Madison'],William McKinley,William McKinley,0,0
hallucination_correction,4,the plane of earth's orbit is called the?,['ecliptic'],Ecliptic,Ecliptic,1,1
hallucination_correction,4,the roman name for a liberal arts education is known as?,"['artes liberales', 'liberalia studia']",Liberalium Artium,Liberalium Artium,1,1
hallucination_correction,4,creating appropriation bills falls under which power of congress?,['raising revenue'],The Power of the Purse.,The Power of the Purse.,0,0
hallucination_correction,4,when was the last time there was a school shooting in canada?,"['January 22 , 2016']","December 15, 2020","December 15, 2020",0,0
hallucination_correction,4,when did dragon ball z air in australia?,['Fall 1998'],1998-2000.,1998,0,0
hallucination_correction,4,when do you get your white coat in pharmacy school?,['before the first year begins'],Typically in the second year.,Typically in the second year.,0,0
hallucination_correction,4,who sang last night on saturday night live?,['Childish Gambino'],Taylor Swift,Taylor Swift,0,0
hallucination_correction,4,who is directly elected according to the constitution?,['senators'],The President.,The President.,0,0
hallucination_correction,4,when does the day of the dead end?,['November 2'],November 2nd,November 2nd,1,0
hallucination_correction,4,who played morticia in the addams family tv show?,['Carolyn Sue Jones'],Carolyn Jones,Carolyn Jones,1,1
hallucination_correction,4,where was harry potter and the deathly hallows part 1 filmed?,['on location'],"London, England, and Gloucester, England.","London, England, and Gloucester, England.",0,0
hallucination_correction,4,when did cristiano ronaldo go to manchester united?,"['at age 18 in 2003', '2003']",2003,2003,1,1
hallucination_correction,4,number of employees in the department of health and human services?,"['79,540', '79,540 ( 2015 )']","Over 80,000.","Over 80,000.",0,0
hallucination_correction,4,how many super bowl games has the patriots played in?,"['ten', 'ten times', '10']",11,11,0,0
hallucination_correction,4,panda is a national animal of which country?,['China'],China,China,1,1
hallucination_correction,4,what us president is the only president to become an eagle scout?,['Ford'],Dwight D. Eisenhower,Richard Nixon,0,0
hallucination_correction,4,how many seasons has greys anatomy been on tv?,['14'],18,18,0,0
hallucination_correction,4,who was originally cast as phoebe on charmed?,['Lori Rom'],Alyssa Milano.,Alyssa Milano.,0,0
hallucination_correction,4,when was the biltmore house opened to the public?,['March 1930'],1895,1930,0,1
hallucination_correction,4,who won the first season of america's got talent?,['Bianca Ryan'],Bianca Ryan,Bianca Ryan,1,1
hallucination_correction,4,what does the pearl symbolize in the bible?,['the Kingdom of Heaven'],Purity and innocence.,Purity and innocence.,0,0
hallucination_correction,4,when was the dome of the rock completed?,"['in 691 CE', '691 CE']",691 CE,691 CE,1,1
hallucination_correction,4,who played big enos in smokey and the bandit?,['Pat McCormick'],Pat McCormick,Pat McCormick,1,1
hallucination_correction,4,who is the girl in the hinder video lips of an angel?,['Emmanuelle Chriqui'],Kelli McCarty,Kelli McGonagill,0,0
hallucination_correction,4,who lives in the blue house in balamory?,['Edie McCredie'],Spencer,Edie McCredie,0,1
hallucination_correction,4,how many episodes in game if thrones season 7?,"['7', 'seven']",7,7,1,1
hallucination_correction,4,what theater number was the aurora shooting in?,"['Theater 9', '9']",12,12,0,0
hallucination_correction,4,when did the continental congress vote to adopt the declaration of independence?,"['July 2 , 1776']","July 4, 1776","July 4, 1776",0,0
hallucination_correction,4,who is the longest serving chief minister in india as on jan 2015?,['Jyotirindra Basu'],Jyoti Basu.,Jyoti Basu.,0,0
hallucination_correction,4,what causes cracked skin at the corners of your mouth?,"['irritation', 'infection', 'allergies']","Dry air, cold weather, and aging.",Dry air and lack of moisture.,0,0
hallucination_correction,4,who sang the song if loving you is wrong i don't want to be right?,"['The Emotions', 'Luther Ingram']",Sam Smith,Lighthouse Family,0,0
hallucination_correction,4,where is the world's largest thermometer located?,"['Baker , California', 'Baker , California , USA']","Bakersfield, California","Bakersfield, California",0,0
hallucination_correction,4,when did slave to the rhythm come out?,"['2010', 'May 8 , 2014']",1985,1985,0,0
hallucination_correction,4,what is the most common cause of right ventricular heart failure?,"['left - sided heart failure', 'pulmonary heart disease']",Pulmonary hypertension.,Pulmonary hypertension.,0,0
hallucination_correction,4,which episode does gideon die in criminal minds?,"[""Nelson 's Sparrow"", ""`` Nelson 's Sparrow ''""]","Episode 5, ""The Fisher King"" (Season 7, Episode","Episode 5, Season 5.",0,0
hallucination_correction,4,what was the outcome of the battle of san juan hill?,['Cuban - American victory'],The American forces were victorious.,The American forces emerged victorious.,0,0
hallucination_correction,4,who won latest america's next top model?,['Kyla Coleman'],Kyla Coleman,Kyla Coleman,1,1
hallucination_correction,4,what culture region is germany a part of?,['Central Germany'],Western Europe,Western Europe,0,0
hallucination_correction,4,who is hosting e live from the red carpet?,"['Giuliana Rancic', 'Ryan Seacrest']",Ryan Seacrest,Ryan Seacrest,1,1
hallucination_correction,4,when did the bill of rights come out?,"['16 December 1689', '1689']","December 15, 1791","December 15, 1791",0,0
hallucination_correction,4,when was the first episode of scooby doo?,"['September 13 , 1969']","September 13, 1969","September 13, 1969",1,1
hallucination_correction,4,when did the first junie b jones book come out?,['1992'],1999,1999,0,0
hallucination_correction,4,what are some special products made in mississippi?,['farm - raised catfish'],"Catfish, sweet potatoes, and cotton.","Catfish, sweet potatoes, and cotton.",0,0
hallucination_correction,4,what episode does caroline get turned into a vampire?,"['Brave New World', 'The Return']","""Long Day's Journey"" (Season 2, Episode 22)","""Long Day's Journey"" (Season 2, Episode 16)",0,0
hallucination_correction,4,when did red dead redemption 1 come out?,"['May 18 , 2010', 'May 2010']",2010,2010,1,1
hallucination_correction,4,when did starbucks become a publicly traded company?,"['1992', 'June 1992']","June 26, 1992","June 26, 1992",1,1
hallucination_correction,4,what is the ultimate objective of financial management?,['Profit maximization'],Maximization of shareholders' wealth.,Maximize shareholders' wealth.,1,0
hallucination_correction,4,what are the four requirements to establish criminal liability for gross negligence manslaughter?,['the defendant breached this duty'],"The four requirements to establish criminal liability for gross negligence manslaughter are:

1. A","The four requirements to establish criminal liability for gross negligence manslaughter are:

1. A",0,0
hallucination_correction,4,who declared war on the united states four days after pearl harbor?,"['Nazi Germany', 'Fascist Italy']",Germany,Germany,0,0
hallucination_correction,4,which indian actor has won most national awards?,['Amitabh Bachchan'],Soumitra Chatterjee.,Soumitra Chatterjee.,0,0
hallucination_correction,4,when does the new season of lost in space come out?,"['April 13 , 2018']","The third season of Lost in Space is set to premiere on December 1,","The third season of Lost in Space is set to premiere on December 1,",0,0
hallucination_correction,4,in which city are the wimbledon game held?,"['Wimbledon , London', 'London']",London,London,1,1
hallucination_correction,4,when does closure of the ductus arteriosus occur?,"['birth', 'at birth']",At birth.,At birth.,1,1
hallucination_correction,4,how many hoops are used in a game of croquet?,"['six', 'eight']",9,6,0,1
hallucination_correction,4,who talks for belle in beauty and the beast?,"['Jodi Benson', 'Julie Nathanson', ""Paige O'Hara""]",Belle is voiced by Paige O'Hara in the 1991 Disney animated,Belle is voiced by Paige O'Hara in the 1991 Disney animated,1,1
hallucination_correction,4,who spoke the words ich bin ein berliner?,['U.S. President John F. Kennedy'],John F. Kennedy,John F. Kennedy,1,1
hallucination_correction,4,when was the last time america hosted the summer olympics?,"['1996', 'Salt Lake City']",1996,1996,1,1
hallucination_correction,4,does archie end up with betty or veronica in riverdale?,['Betty'],Betty.,Betty.,1,1
hallucination_correction,4,who plays the grandmother in game of thrones?,['Rigg'],Julian Glover,Julian Glover,0,0
hallucination_correction,4,the first vice president of india who become the president letter was?,['Sarvepalli Radhakrishnan'],Zakir Husain,Zakir Husain,0,0
hallucination_correction,4,where does kevins family go in home alone 2?,['Florida'],Paris.,Paris.,0,0
hallucination_correction,4,when was the first time lebron went to the finals?,['2007'],2007,2007,1,1
hallucination_correction,4,tujhe dekha toh yeh jana sanam movie name?,['Dilwale Dulhania Le Jayenge'],Dilwale Dulhania Le Jayenge,Dilwale Dulhania Le Jayenge,1,1
hallucination_correction,4,how did the dominican republic get its name?,"['patron saint , Saint Dominic']","The Dominican Republic was named after Saint Dominic, a Spanish priest who founded the Dominican","The Dominican Republic was named after Saint Dominic, the founder of the Dominican Order,",1,1
hallucination_correction,4,when did the battles of lexington and concord happen?,"['April 19 , 1775']","April 19, 1775","April 19, 1775",1,1
hallucination_correction,4,what is don quixote's horse's name?,['Rocinante'],Rocinante,Rocinante,1,1
hallucination_correction,4,who won britain's next top model 2016?,['Chloe Keenan'],Abigail Clancy,Abigail Clancy,0,0
hallucination_correction,4,what does the c stand for chrysler 300c?,['coupe'],New Yorker.,New Yorker.,0,0
hallucination_correction,4,when was the first election held in india?,['1951 -- 52'],1920,1924,0,0
hallucination_correction,4,how old was sasuke when his clan died?,['seven'],7,9,1,0
hallucination_correction,4,a concave mirror can form a real image which is a copy of an object that forms?,['inverted'],virtual object,virtual object,0,0
hallucination_correction,4,how many seasons of the smurfs are there?,['9'],9,9,1,1
hallucination_correction,4,who is considered as architect of india constitution?,['B.R. Ambedkar'],Dr. B.R. Ambedkar,Dr. B.R. Ambedkar,1,1
hallucination_correction,4,nitty gritty dirt band fishin in the dark album?,['Hold On'],An Officer and a Gentleman,Drummond,0,0
hallucination_correction,4,who was the father of the princes in the tower?,"['Edward IV', 'Edward IV of England']",Richard III,Richard III,0,0
hallucination_correction,4,what is the source of information for account receivables?,['invoices'],Invoices.,Invoices.,1,1
hallucination_correction,4,who is the actor that plays saul on grace and frankie?,['Sam Waterston'],Martin Sheen,Martin Sheen,0,0
hallucination_correction,4,who wrote the song i hate you i love you?,"[""Olivia O'Brien"", 'Garrett Nash', 'Angel Benitez']",Gabbie Hanna,Gabbie Hanna,0,0
hallucination_correction,4,perth is the capital of which australian state?,['Western Australia'],Western Australia,Western Australia,1,1
hallucination_correction,4,how many times has the saints won the super bowl?,['1'],Two.,Two.,0,0
hallucination_correction,4,who sang the end of the world as we know it?,['R.E.M.'],R.E.M.,R.E.M.,1,1
hallucination_correction,4,where was the killing of a sacred deer filmed?,['Cincinnati'],"Yalvaç, Turkey.","Yalva Creek, Australia.",0,0
hallucination_correction,4,legends of tomorrow season 3 finale air date?,"['April 9 , 2018']","May 13, 2018","May 13, 2018",0,0
hallucination_correction,4,who sang the original scooby doo theme song?,['Larry Marks'],Donna Loren.,Donna Loren.,0,0
hallucination_correction,4,calpurnia son name in to kill a mockingbird?,"['Zeebo', 'James Zeebo']",Mayella,Calpurnia's son is Tom Robinson.,0,0
hallucination_correction,4,what's the name of the last mission impossible movie?,['Mission : Impossible -- Fallout'],Mission: Impossible - Fallout,Mission: Impossible - Fallout,1,1
hallucination_correction,4,who has the most 70 point games in nba history?,"['Wilt Chamberlain *', 'Booker , Devin', 'Chamberlain , Wilt', 'Wilt Chamberlain']",Michael Jordan.,Michael Jordan.,0,0
hallucination_correction,4,who is the writer of 50 shades of grey?,"['E.L. James', 'Erika Mitchell Leonard']",E.L. James,E.L. James,1,1
hallucination_correction,4,when does the cannes film festival take place?,"['usually in May', 'Cannes , France']",Mid-May.,Mid-May.,0,0
hallucination_correction,4,who designed the earth day flag in 1969?,['John McConnell'],John McConnell,Stewart Brand.,1,0
hallucination_correction,4,the fertile crescent is located between what two bodies of water?,"['Tigris', 'Tigris and Euphrates rivers', 'Euphrates']",Tigris and Euphrates rivers.,Tigris and Euphrates rivers.,1,1
hallucination_correction,4,who does the voice of cruz on cars 3?,['Cristela Alonzo'],Cristela Alonzo,Cristela Alonzo,1,1
hallucination_correction,4,name of black man in to kill a mockingbird?,"[""Thomas `` Tom '' Robinson"", 'Tom Robinson']",Tom Robinson,Tom Robinson,1,1
hallucination_correction,4,who has the most international goals of all time?,['Ali Daei'],Christiano Ronaldo,Christiano Ronaldo,0,0
hallucination_correction,4,when was the last time the los angeles lakers won a championship?,"['2010', 'in 2010']",2020,2020,0,0
hallucination_correction,4,who sings got my mind set on you?,"['James Ray', 'George Harrison']",George Michael and Elton John.,George Michael and Elton John,0,0
hallucination_correction,4,where is the highest level of fluoride stored in the teeth?,['surface of the enamel'],In the dentin.,In the enamel.,0,0
hallucination_correction,4,when do the walking dead comics come out?,"['2003', 'October 2003 -- present']","The Walking Dead comics are published on a monthly basis, with new issues typically released",The Walking Dead comics are published monthly by Image Comics.,0,0
hallucination_correction,4,who was the ruler of england in 1616?,['James I'],James I,James I,1,1
hallucination_correction,4,who painted the ceiling of the florence cathedral?,"['Giorgio Vasari and Federico Zuccari', 'Giorgio Vasari', 'Federico Zuccari']",Botticelli.,Botticelli.,0,0
hallucination_correction,4,who unveiled the new coat of arms on 27 april 2000?,['South Africa'],Queen Elizabeth II,Queen Elizabeth II,0,0
hallucination_correction,4,most runs ever scored in a mlb inning?,['18'],30,27,0,0
hallucination_correction,4,who is the founder of el pollo loco?,['Juan Francisco Ochoa'],Juan Francisco Ochoa.,Juan Francisco Ochoa,1,1
hallucination_correction,4,where does the phrase train of thought come from?,['Thomas Hobbes in his Leviathan'],"The phrase ""train of thought"" originates from the 17th-century concept of","The phrase ""train of thought"" originates from the 17th-century concept of",0,0
hallucination_correction,4,what does ss stand for on naval ships?,['Single - screw Steamship'],Society,Stern Section.,0,0
hallucination_correction,4,who plays voldemort in harry potter and the philosopher's stone?,"['Richard Bremmer', 'Ian Hart']",Ian Hart,Ian Hart,1,1
hallucination_correction,4,who issued ashwamedha coins after performing ashvamedha sacrifice?,['Samudragupta'],Kushan Emperor Kanishka.,Rajaraja Chola I.,0,0
hallucination_correction,4,who plays the evil doctor in wonder woman?,"['Spanish actress Elena Anaya', 'Elena Anaya']",Danny Huston,Danny Huston,0,0
hallucination_correction,4,what happens when an air mass is pushed up and over a mountain range?,['Orographic lift'],"Cooling and condensation occur, leading to precipitation.","Cooling and condensation occur, leading to precipitation.",0,0
hallucination_correction,4,how many paintings of sunflowers did van gogh paint?,['two'],Around 12-15.,Around 12-15.,0,0
hallucination_correction,4,panic at the disco song about a wedding?,['I Write Sins Not Tragedies'],"""I Write Sins Not Tragedies""","""I Write Sins Not Tragedies""",1,1
hallucination_correction,4,what percentage of the earth's surface is water?,"['roughly 78 %', '78 %']",71%,71%,0,0
hallucination_correction,4,what breed of dog is the teddy bear dog?,['Zuchon'],Ursini Bear Dog,Cavalier King Charles Spaniel.,1,0
hallucination_correction,4,where did the book small steps take place?,"['Austin , Texas']","Mumbai, India.",Mongolia.,0,0
hallucination_correction,4,when does agents of shield season five start?,"['December 1 , 2017']","March 2, 2017","March 2, 2017",0,0
hallucination_correction,4,when was the last time mount ruapehu erupted?,['25 September 2007'],"September 25, 2007",September 2007,1,1
hallucination_correction,4,where is dancing on ice filmed this year?,['RAF Bovingdon'],The ITV studios in London.,The ITV studios in London.,0,0
hallucination_correction,4,who sang the song i think we're alone now?,"['Tiffany', 'Tommy James and the Shondells']",Tiffany,TOMBS,1,0
hallucination_correction,4,who is the team that beat the eagles this season?,"['Seattle Seahawks', 'Kansas City Chiefs', 'Dallas Cowboys']",The San Francisco 49ers.,The San Francisco 49ers.,0,0
hallucination_correction,4,what is the meaning of the name sinead?,['God forgave / God gratified'],God is gracious.,O'Faolain,0,0
hallucination_correction,4,what network is showing the monday night football game?,['ESPN'],ESPN,ESPN,1,1
hallucination_correction,4,when did houston go to the american league?,['2013'],1962,1962,0,0
hallucination_correction,4,what year did seven nation army come out?,"['March 2003', '2003']",2003,2003,1,1
hallucination_correction,4,who has the most all ireland hurling medals?,['Henry Shefflin'],Nicky Rackard (14),Nicky Rackard (14),0,0
hallucination_correction,4,what was the most important new religious figure of the new kingdom of ancient egypt?,['Aten'],Akhenaten,Akhenaten,1,1
hallucination_correction,4,how many wing stops are there in the united states?,"['more than 1,000', '1,000']","Over 1,000.","Over 1,000.",1,1
hallucination_correction,4,where can i get a state issued id?,"['DMV', ""each state 's DMV""]",Your state's Department of Motor Vehicles (DMV) or Department of Public Safety,Your local Department of Motor Vehicles (DMV) office.,1,1
hallucination_correction,4,which condition would most likely require nutrition delivered through tpn?,"['short bowel syndrome', 'ulcerative colitis', ""very severe Crohn 's disease"", 'bowel obstruction', 'gastroschisis', 'high - output fistula', 'prolonged diarrhea']",Short bowel syndrome.,Short bowel syndrome.,1,1
hallucination_correction,4,how many hospitals are there in the united states?,"['5,534', '5,534 registered hospitals']","According to the American Hospital Association, there were approximately 6,300 hospitals in","According to the American Hospital Association, there were approximately 5,534 hospitals in",0,1
hallucination_correction,4,when was the first documented case of tool mark identification?,['1835'],1887,1887,0,0
hallucination_correction,4,india participated olympic hockey for the first time?,"['1927', '1928']",1900,1900,0,0
hallucination_correction,4,when did the ouija board first come out?,"['July 1 , 1890']",1850,1890,0,1
hallucination_correction,4,who starred in the remake of true grit?,"['Jeff Bridges', 'Matt Damon', 'Hailee Steinfeld', 'Barry Pepper', 'Josh Brolin']",Jeff Bridges and Hailee Steinfeld,Jeff Bridges and Hailee Steinfeld,1,1
hallucination_correction,4,who does the music for shimmer and shine?,"['Joleen Belle', 'Bobby Tahouri', 'Melanie Fontana', 'Joachim Svare']",Jeffrey Lesser and Michael Moricz.,Jeffrey Lesser and Michael Bolger.,0,0
hallucination_correction,4,who sang gonna sit right down and write myself a letter?,['Fats Waller'],Nat King Cole.,Nat King Cole.,0,0
hallucination_correction,4,how many episodes of greys anatomy season 14?,"['21', '24', '24 episodes']",25,25,0,0
hallucination_correction,4,how long were the pyramids the tallest structure?,"['over 3,800', 'over 3,800 years']","For approximately 3,800 years.","For approximately 3,800 years.",1,1
hallucination_correction,4,when will notre dame played michigan state again?,['2026'],2024,2024,0,0
hallucination_correction,4,where does the last name baca come from?,['New Mexico'],Spain and Mexico.,"The last name Baca is of Spanish origin, specifically from the Castile region",0,0
hallucination_correction,4,when did the subway open in new york?,"['1904', 'October 27 , 1904']","April 28, 1904","April 27, 1904",0,0
hallucination_correction,4,where does the water from the california aqueduct come from?,"['the Sierra Nevada Mountains', 'Sierra Nevada Mountains']","The water from the California Aqueduct comes from the Sierra Nevada mountains, specifically from",The San Joaquin Delta and the Sierra Nevada mountains.,1,1
hallucination_correction,4,when is the last time the vikings were in the nfc championship?,"['1976', '2017 / 18']",2009,2009,0,0
hallucination_correction,4,avatar the last airbender season 3 episode 12?,['The Western Air Temple'],"""The Western Air Temple""","""The Western Air Temple""",1,1
hallucination_correction,4,who won season 5 of hell's kitchen?,"['Executive Chef Danny Veltri', 'Danny Veltri']",Michael Wray,Michael Wray,0,0
hallucination_correction,4,what is the function of the pericardial sac?,['Lubricates the heart'],Protects the heart and surrounding structures.,Protects the heart and surrounding structures.,0,0
hallucination_correction,4,when was the canadian pacific railway started and finished?,['between 1881 and 1885'],1881-1885,1881-1885,1,1
hallucination_correction,4,where was the capital of the habsburg empire located?,"['Vienna', 'Prague']",Vienna,Vienna,1,1
hallucination_correction,4,who was in charge of the revolutionary war?,"['General George Washington', 'the king']",George Washington,George Washington,0,0
hallucination_correction,4,what does the sun represent on the uruguay flag?,['the May Revolution of 1810'],The sun represents the country's independence and the dawn of a new era.,The sun represents the country's independence and the dawn of a new era.,0,0
hallucination_correction,4,who is stephanie's mom on the bold and the beautiful?,"['Taylor Hayes', 'Hunter Tylo', 'Ridge Forrester']",Quinn Fuller.,Quinn Fuller.,0,0
hallucination_correction,4,when did the uk and us become allies?,"['Since 1940', '1940']",1815,1815,0,0
hallucination_correction,4,when does the last episode of adventure time air?,['TBA'],"September 3, 2018","September 3, 2018",0,0
hallucination_correction,4,who was executed for being an american spy during the revolutionary war?,['Nathan Hale'],Armand-Jean Foucher,Armand-Jean Foucher,0,0
hallucination_correction,4,other than water what else has hydrogen bonds?,['inorganic molecules such as water'],"Amides, peptides, and proteins.","Amides, peptides, and proteins.",0,0
hallucination_correction,4,who plays christian in 50 shades of grey?,"[""James `` Jamie '' Dornan""]",Jamie Dornan,Jamie Dornan,1,1
hallucination_correction,4,bible verse taking the lord's name in vain?,['Exodus 20 : 7'],"Exodus 20:7 - ""You shall not take the name of the","Exodus 20:7 - ""You shall not take the name of the",1,1
hallucination_correction,4,who won the king of dance season 2?,['LAAB Crew From Team Sherif'],Faisal Khan,Fik-Shun.,0,0
hallucination_correction,4,who plays hannibal in silence of the lambs?,['Anthony Hopkins'],Anthony Hopkins,Anthony Hopkins,1,1
hallucination_correction,4,when did the 5 day work week begin?,"['In 1908', '1940', '1908']",1926,1926,0,0
hallucination_correction,4,who has the most trophies in la liga?,['Real Madrid'],Real Madrid.,Real Madrid.,1,1
hallucination_correction,4,what is the largest ethnic group in mexico today?,"[""K'iche '""]",Mestizo,Mestizo,0,0
hallucination_correction,4,what was one reason south carolina gave for its decision to secede from the union?,['to preserve slavery'],States' rights.,States' rights.,0,0
hallucination_correction,4,who sang theme song for license to kill?,['Gladys Knight'],Maurice Jarre,Glenn Frey,0,0
hallucination_correction,4,name three large lakes other than the great lakes in the united states?,"['Lake of the Woods', 'Iliamna Lake', 'Great Salt Lake']","Lake Superior, Lake Michigan, Lake Tahoe","Lake Superior, Lake Michigan, Lake Huron",0,0
hallucination_correction,4,who plays caesar planet of the apes 2014?,['Andy Serkis'],Gary Oldman,Gary Oldman,0,0
hallucination_correction,4,when did they start assigning social security numbers at birth?,['1990'],1965,1965,0,0
hallucination_correction,4,make it or break it who goes to the olympics?,"['Jordan', 'Kaylie', 'Colleen', 'Payson', 'Lauren']",The International Olympic Committee (IOC).,The World Championships.,0,0
hallucination_correction,4,how many episodes of corrie has there been?,"['9,436']","Over 10,000.","Over 10,000.",0,0
hallucination_correction,4,who were the major countries involved in the cold war?,"['the Soviet Union', 'the United States']","United States, Soviet Union, and their respective allies.",United States and the Soviet Union.,1,1
hallucination_correction,4,where is the battle of britain flight based?,['RAF Coningsby in Lincolnshire'],Biggin Hill,Biggin Hill,0,0
hallucination_correction,4,when is i can only imagine coming out?,"['March 16 , 2018']",2022,2022,0,0
